CUENTA_USUARIO,ALIAS,DESTINATARIOS,CODIGO_INSTITUCION,TIPO_CUENTA,CUENTA,LIMITE_DE_OPERACION,Num_Operaciones,RFC_OBLIGATORIO,Email,TIPO_PERSONA
6535,rodriguezwilliam,Bridget Rios,40012,CLABE,012086444480209323,44039,33,GRGB670714W1Z,sandrabrown@example.com,FISICA
9182,anajones,Chloe Hoffman,40014,CLABE,014278128221765418,92634,10,KIJA640818ZK3,frank06@example.com,FISICA
6942,russellrebecca,Anna Gardner,40012,CLABE,012581291531170347,91496,38,KELP841201R8S,dadams@example.org,FISICA
9992,cnorman,Angela Miller,40014,CLABE,014275979288468856,1787,24,GOR1309165FT,heather37@example.org,MORAL
4886,shannonshort,Eric Foster,40012,CLABE,012242497474918648,7071,43,PER150410PJZ,randy11@example.org,MORAL
9493,arice,Katherine Howard,40002,CLABE,002306488796005446,20429,32,MCK180721O7Y,colleenroberts@example.org,MORAL
3187,henry12,Richard Mccarthy,40014,CLABE,014135103692436704,68974,13,SAMC650520MMC,sextonpatrick@example.net,FISICA
7635,bsnow,Adam Rosales,40014,CLABE,014344899040111551,22747,40,PRLM830418LIE,mooredale@example.org,FISICA
8949,nhart,Vincent Mueller,40021,CLABE,021022389099306188,14076,18,SAN190310R13,ajohnson@example.com,MORAL
2704,kristina56,Andrew Bennett,40044,CLABE,044273473315764342,98256,3,WIL220809FOP,davidharris@example.org,MORAL
8209,keith70,Walter Lucas,40012,CLABE,012110238633508687,26208,43,HOW121112OD3,james05@example.com,MORAL
5737,shawnicholas,Travis Chaney,40044,CLABE,044322324322046701,69645,2,STE000701WKQ,kimberly65@example.net,MORAL
2626,susanochoa,Christopher Mcmillan Jr.,40044,CLABE,044844138926926099,29025,19,DRA120111MOL,mgonzalez@example.com,MORAL
2777,andersoncassandra,Michelle Wilson,40021,CLABE,021857829461258667,59364,10,VIN220114VHB,lorrainesoto@example.org,MORAL
3657,lambertamy,Christine Hurst,40021,CLABE,021870224035869309,82376,7,SOT021011Q4T,victoria70@example.net,MORAL
8273,smithtracey,Monique Lang,40014,CLABE,014237290471641725,38486,21,CARL880222V03,kaneangie@example.net,FISICA
4970,hensleychristopher,Rebecca Cortez,40044,CLABE,044870299511565124,43549,13,CAR211211WUA,thomasbrian@example.com,MORAL
6823,brandikelly,Patricia Middleton,40014,CLABE,014192122411128959,19348,38,AND1708148L4,william50@example.com,MORAL
3452,armstrongsteven,Mrs. Mariah Johnson,40012,CLABE,012049044127246744,42596,1,SAW0505086KU,pallen@example.com,MORAL
7936,ohess,Garrett Vazquez,40012,CLABE,012673750504887341,80341,29,STE040903E1S,william38@example.net,MORAL
4405,jacobbradford,Shelley Ford,40021,CLABE,021356981318909431,21113,37,DABT351008Z1N,catherinemeyer@example.com,FISICA
7792,wtodd,Alicia Davis,40044,CLABE,044642228125422231,47998,29,HEMJ5706287GT,pricefelicia@example.org,FISICA
3746,ucobb,Diana Hernandez,40014,CLABE,014505259122115512,45918,26,CAR1804242WX,christianwelch@example.net,MORAL
7512,osingh,William Brown,40044,CLABE,044750339463558455,95697,46,JORA360203VUU,smithdavid@example.org,FISICA
4373,jbenson,Elizabeth White,40012,CLABE,012874109107684827,80598,11,LEE110220OBI,elizabeth54@example.com,MORAL
6222,wilsonrandall,Dawn Pollard,40012,CLABE,012837157134900687,52890,19,LIV181226LV0,bowenkevin@example.com,MORAL
7896,lisarussell,Robert Chang,40002,CLABE,002253665790152971,38035,26,WHTJ380418SWE,rosemichael@example.com,FISICA
1590,ramosloretta,Adam Chavez,40014,CLABE,014203973954507832,37481,33,WAMM661228900,ftorres@example.com,FISICA
4833,taylorkelly,Keith Mccoy,40012,CLABE,012393759766576403,83044,31,MOSM500511ERZ,ashleyrichardson@example.net,FISICA
9329,john64,Joshua Poole,40021,CLABE,021334741718332141,64476,43,ATK0412052ZE,erik30@example.net,MORAL
2091,mary42,James Thompson,40002,CLABE,002664235241414121,12419,16,MOO190118ARE,alisonmoran@example.net,MORAL
7152,kgonzalez,Patrick Moran,40012,CLABE,012291122895073479,54579,5,MED0212071M5,dcalderon@example.org,MORAL
3681,howard43,Michelle Joseph,40014,CLABE,014124508583533756,35462,31,NISA550621VLM,sandrawilliams@example.net,FISICA
8084,jessicapayne,Christopher Fletcher,40044,CLABE,044802675142067581,77821,31,LAGJ541206OV9,lindsey54@example.net,FISICA
4650,tnichols,Candace Doyle,40014,CLABE,014399600152458141,65146,13,SAMA950821I6W,bwilson@example.org,FISICA
4891,natashaavery,Robert Morrison,40002,CLABE,002823755751003339,9183,7,DACA490321WR0,armstrongemma@example.com,FISICA
7790,pricehannah,Mary King,40021,CLABE,021928667180072897,61509,36,HIMK990127BU5,isabellagoodwin@example.com,FISICA
2598,russellangie,Patricia Chen,40044,CLABE,044700569790984639,50798,12,WIVL710714BGJ,lisa21@example.com,FISICA
2487,jamesmercado,Patrick Phillips,40012,CLABE,012396671269790515,68689,26,HOHS810426VRS,taylorrobert@example.com,FISICA
1318,pclark,Daniel Hunter,40012,CLABE,012577378619186415,47144,35,BOSM3409014LL,wbrock@example.org,FISICA
4173,jordanstephanie,Alicia Friedman,40012,CLABE,012073678426729027,71515,41,LEW1606153HX,isaac92@example.com,MORAL
2231,joshua43,Frank Gentry,40002,CLABE,002308240558336408,72541,45,GAWH780304UVQ,kimberly79@example.net,FISICA
6177,davidbarnes,Spencer Hall,40021,CLABE,021948853932308826,25597,39,SMBC6409184QZ,michaelcox@example.net,FISICA
6260,meyerpeggy,Brandon Parsons,40014,CLABE,014699253103830300,9585,34,HUD0903290AN,sandramorales@example.org,MORAL
9580,beardcourtney,Jenna Hall,40012,CLABE,012094168487475907,98405,2,WIGB520828VP3,tarajimenez@example.net,FISICA
2784,michael82,Caroline Odonnell,40021,CLABE,021663625866916292,77490,20,GAR051230R3V,karen33@example.net,MORAL
9628,sharoncrawford,Rebecca Smith,40002,CLABE,002208212921739450,5285,48,GIL1310046CS,christinagarcia@example.net,MORAL
2800,burnschristopher,Rachael Ray,40044,CLABE,044457867515832482,59894,49,GOCD910601ADM,gibsonlaura@example.org,FISICA
6052,michaellara,Jose Vega,40002,CLABE,002363380421332631,13703,25,CESM620205VLC,xkelly@example.org,FISICA
7402,tina82,Jade Scott,40002,CLABE,002935735507143688,77492,34,BAMA950628H0W,smiller@example.org,FISICA
7677,lori95,Christopher Calderon,40002,CLABE,002728123000460857,81293,50,BAMR860421CKL,williamvalencia@example.net,FISICA
5698,hallkristy,Jessica Proctor,40012,CLABE,012572893506673937,89515,29,AND030103KPV,ywright@example.org,MORAL
1407,jeremy95,Victoria Hodges,40002,CLABE,002649646488767411,71948,36,MEY020506EH7,tylerroberts@example.net,MORAL
2568,davidharrison,Jaime Ramirez,40014,CLABE,014639932308996014,55458,38,FLRL7704200KH,allentimothy@example.org,FISICA
9928,rebecca11,Eric Cobb,40021,CLABE,021964198246627049,24399,45,ROG23022145R,jrobinson@example.net,MORAL
3435,kerri13,Mary Higgins,40021,CLABE,021310667562964425,36560,22,RAM130317F1P,susan16@example.net,MORAL
3076,emilymiller,Marcus Maddox,40044,CLABE,044011352867285331,76639,31,VAGA920510IPO,iunderwood@example.com,FISICA
9117,brooksbelinda,Samuel Medina,40021,CLABE,021640396546801269,95705,25,MIL121118POV,ldaniel@example.net,MORAL
5581,rachelmitchell,Eric Bennett,40021,CLABE,021961353286875920,10221,16,PHE040423JZC,ykeller@example.org,MORAL
3587,ahernandez,Stefanie Cruz,40014,CLABE,014017723754584792,5186,31,BUR0405294X5,lawrencegomez@example.org,MORAL
4598,azamora,Steven Martin,40002,CLABE,002255753061324256,80124,16,COO05060455B,robinsondavid@example.com,MORAL
4000,parkrichard,Patricia Walton,40044,CLABE,044679061983455547,36569,49,SKI020321I5L,summersjon@example.org,MORAL
9770,melvin31,Perry Jackson,40002,CLABE,002772544881533001,80854,8,BAS2203029VC,kylepollard@example.org,MORAL
4010,kristinamedina,Ronald Washington,40002,CLABE,002268916643730475,52152,30,BRSR8604010YA,cooleykaitlyn@example.org,FISICA
9128,taylormelissa,Kimberly Lopez,40012,CLABE,012661949516395389,36334,49,LOVP011025AGJ,paul45@example.com,FISICA
9537,zmiller,Ashley Kelley,40012,CLABE,012157121443048383,95955,49,MER050325FG5,michele00@example.com,MORAL
2767,anna88,Randy Anderson,40012,CLABE,012279946743349177,24622,4,GRGK750130QQ8,karenwarren@example.com,FISICA
2036,allenkristen,Lisa Ramirez,40044,CLABE,044575470199714440,48955,1,MOJB050111JE8,xblackburn@example.com,FISICA
5373,johnsonlisa,Derrick Gaines,40012,CLABE,012090104721603791,61900,3,CLA181121WE3,steven13@example.com,MORAL
8599,jamestorres,Michelle Fox,40021,CLABE,021363080835300023,38099,50,GAL0112194ZJ,jamesyoung@example.org,MORAL
4461,markanderson,Isaac Crawford,40012,CLABE,012199940816856953,10112,11,GOR1807172RG,alexanderpatricia@example.org,MORAL
7256,ycastillo,Brian Castro,40014,CLABE,014513607576451359,42190,1,RIC1212058US,jerrypowell@example.org,MORAL
5355,robinsonjames,Lisa Brown,40012,CLABE,012309359520430435,31476,39,WAT090822ALF,calebbishop@example.org,MORAL
1370,ortizcindy,Tiffany Wang,40021,CLABE,021608791345480547,26023,39,SMHS961012YAN,william29@example.net,FISICA
4758,andrea67,Evan Barrett,40044,CLABE,044196741247544958,3071,10,KIM060608ZJP,rwilliams@example.net,MORAL
4052,sanchezluke,Vincent Wilson,40044,CLABE,044695266970208368,83413,9,ROD0608057CI,eric88@example.org,MORAL
6038,cruzalexis,Mary Griffin,40044,CLABE,044558920585385757,15499,36,BAMB010223819,byrdbradley@example.net,FISICA
8581,dawnhayes,Nathaniel Sharp,40044,CLABE,044978600641531576,91506,10,BRMR010927ZGZ,qandrews@example.net,FISICA
8049,lherrera,Mrs. Sharon Erickson MD,40012,CLABE,012368720165808825,29764,13,DARD730910T2P,amber84@example.com,FISICA
5793,vreed,Patricia Kirk,40021,CLABE,021219347531575580,96639,3,HAM0806217MF,zrose@example.net,MORAL
2053,jessica13,Peter Riggs,40021,CLABE,021033441059548866,26143,44,GAL100224MNW,kennethspears@example.net,MORAL
9371,robynsullivan,Gregory Ortiz,40021,CLABE,021662083389366187,59939,3,JAC150222JY8,glassdustin@example.com,MORAL
9789,jamie92,Melinda Garcia,40012,CLABE,012339032566945050,90288,9,LOG200705E4F,lindaalexander@example.net,MORAL
8923,staciehill,Christopher Sanford,40021,CLABE,021703456387577459,15935,43,COPA400414990,bill13@example.net,FISICA
3257,meyergregory,Natalie Finley,40012,CLABE,012054645100196134,65207,4,RICD520914TTV,donaldsnyder@example.org,FISICA
8287,rebecca78,Richard Kelly,40014,CLABE,014716158890590544,55661,32,GON130918932,qhull@example.com,MORAL
5352,houstondouglas,Christopher Wilson,40014,CLABE,014587297736621902,78927,46,SKI000919WOF,tina42@example.com,MORAL
9432,ericbaker,Kaitlyn Garcia,40044,CLABE,044250870858466648,59400,22,HOST5808103E3,clewis@example.com,FISICA
6699,ubrooks,Cameron Randolph,40044,CLABE,044760896603236405,98435,43,LIWS871224RUZ,ydaniels@example.net,FISICA
2295,castillopaula,Russell Wright DDS,40002,CLABE,002746420017350828,98955,36,FUWJ420628U1Y,lhenson@example.com,FISICA
8054,justin71,Mr. Jordan Roberts,40021,CLABE,021066556544267543,45418,42,PEA000813138,ericmoore@example.org,MORAL
7267,sabrinawilliams,Dakota Bryant,40021,CLABE,021646058641860227,85051,39,MOO081002OK1,gmcdonald@example.net,MORAL
9197,juliemay,Amy Fleming,40012,CLABE,012683614910803487,21521,1,BRWA030430X3E,james37@example.com,FISICA
5388,shoover,Austin Duncan,40044,CLABE,044050632645888122,29010,33,ALPJ681024D5F,david54@example.org,FISICA
6202,kevinwhite,John Davidson,40044,CLABE,044692284531646444,88953,46,MCWJ630709CI3,matasarah@example.com,FISICA
9854,ejimenez,Jennifer Allen,40014,CLABE,014987125333003059,70791,28,TURL510117JOG,erin38@example.com,FISICA
2251,saragarner,Michelle Graham,40012,CLABE,012106126736227888,1221,4,WAL210605USS,rojaslori@example.com,MORAL
3985,ugreen,Stephanie Perez,40021,CLABE,021463442537250944,9899,38,AURM630225GB5,nicole25@example.org,FISICA
8029,mistygraham,Kenneth Hartman,40012,CLABE,012650633747937202,84516,1,HITK9801157CI,ritawright@example.com,FISICA
7495,rcastro,Amy Reynolds,40021,CLABE,021609249053581617,44062,20,HEEZ7604099B9,sandra29@example.net,FISICA
1261,derrickhowell,Hannah Fitzgerald,40012,CLABE,012442529485078747,47466,1,STA0111100L6,sharonstein@example.org,MORAL
2782,margaretrivera,Jeremy Nunez,40044,CLABE,044147455913553763,60869,33,JAC11090992P,robertfowler@example.org,MORAL
5523,afrye,Rhonda Richardson,40002,CLABE,002446449667016783,84024,4,WHI150807LN1,dwalker@example.net,MORAL
7523,benjamin36,John Brown,40021,CLABE,021998320952135518,34005,43,GRMC93082913C,paul59@example.net,FISICA
5105,cbaker,Raymond Johnston,40014,CLABE,014449959523283711,19713,22,WRI000617OXB,freynolds@example.com,MORAL
9064,iwang,Brandon Freeman,40014,CLABE,014581845745309357,70816,28,TAY071121NOA,hoganshane@example.net,MORAL
9025,kimberlyblackwell,Jonathan Torres,40012,CLABE,012798595329664584,24153,20,BRTA7205260WA,gonzalesbrian@example.net,FISICA
4626,harryeverett,Jacob Johnson,40012,CLABE,012617985983298337,91412,33,ROB100331ANN,ivan73@example.org,MORAL
4693,selena77,Jessica Patterson,40014,CLABE,014518026297406405,11406,28,LETN520614ALN,padillajohn@example.org,FISICA
5049,deborah61,Courtney Miller,40012,CLABE,012866705123558984,13379,14,WEL150412B58,christinahamilton@example.net,MORAL
7173,rmedina,Wendy Gomez,40021,CLABE,021294271988711691,46493,18,ROD1512160QC,samantha27@example.com,MORAL
6082,ann30,Patricia Richardson,40012,CLABE,012430731121593542,80626,20,ZAWB880909VXQ,jeremydavis@example.net,FISICA
7031,jbryant,Carmen Mckinney,40012,CLABE,012789199253988843,92038,1,CAM051026JD7,william78@example.org,MORAL
3875,middletongloria,Stephanie Lane,40012,CLABE,012987653340693953,28804,32,KRBV920609FIB,zhall@example.com,FISICA
4046,james59,Kurt Miles,40021,CLABE,021970437730862299,17958,43,GOO210302F93,matthewbenson@example.org,MORAL
8112,conraddonald,Matthew Kemp,40012,CLABE,012276036312787302,85179,18,MCL130218JUG,erica54@example.org,MORAL
5856,alexisrobinson,Tanya Moore,40044,CLABE,044311261126041632,85120,15,PER240319G5P,ulewis@example.org,MORAL
5186,dyerveronica,Lisa Smith,40044,CLABE,044613315462223764,99986,15,YOU030704EJZ,qfoley@example.org,MORAL
8274,campbelltracey,Emma Smith,40044,CLABE,044166212000999424,95740,17,LIT0412312UR,nicolegordon@example.net,MORAL
8168,csharp,Aaron Davis,40044,CLABE,044583874388640024,54448,31,THRK590531QZH,nguyentammy@example.net,FISICA
3948,nathan65,William Rivera,40012,CLABE,012119920868106349,62616,48,JORM37030811Y,thernandez@example.org,FISICA
5026,ohill,Allison Ware,40014,CLABE,014340006091527569,42504,9,DAHT740622UNX,wrightmarc@example.net,FISICA
5293,craig34,Samantha Gross,40002,CLABE,002531409705154613,51234,9,EVA040528R8Q,pricejoanna@example.net,MORAL
1936,andrea55,Jennifer Smith,40044,CLABE,044637707394317361,17034,36,COTJ720805GV2,icarpenter@example.net,FISICA
3332,xpeterson,Darrell Bowman,40021,CLABE,021469790334706492,48006,8,HOW1501032JB,sharonbest@example.com,MORAL
4509,nphillips,Karen Hess,40044,CLABE,044354540157424672,29362,4,GON181027G61,whitekenneth@example.org,MORAL
9000,kspencer,Mary Wiley,40021,CLABE,021586309466196223,39029,6,SAVS920104L76,williamhernandez@example.net,FISICA
7052,courtney59,Michael Burton,40012,CLABE,012073349532091718,32690,21,SMI040801G12,david39@example.net,MORAL
3850,shannon34,Jimmy Cole,40002,CLABE,002905242725597922,15124,42,VAS061025FAS,rfuller@example.net,MORAL
4360,gregory62,Richard Stewart,40021,CLABE,021408891458525812,38675,1,CARC711208YXN,williamsroger@example.com,FISICA
7630,jason44,Matthew Fernandez,40021,CLABE,021880899435786386,31278,43,BRO020419G2U,johncampbell@example.org,MORAL
7726,ukoch,Alyssa Bennett,40021,CLABE,021838530306455692,26882,39,VEG2002268HQ,eperkins@example.org,MORAL
9392,sheltonjennifer,Brandon Nunez,40044,CLABE,044979942262578202,58501,22,WIL050305D9X,hayeslisa@example.com,MORAL
3072,nathansmith,Michael Gonzalez DDS,40021,CLABE,021135729590814583,71270,22,BOO220824I8V,carrmichael@example.org,MORAL
4091,brianpeck,Ashley Perez,40002,CLABE,002869192402110310,48237,35,OLJH050210XSR,williamcurtis@example.net,FISICA
8846,sheena48,Duane Jensen,40012,CLABE,012152566253553794,17368,10,HAKW350107OO5,holmessteven@example.com,FISICA
2624,bradyannette,Sydney Calderon,40044,CLABE,044218690553786127,67094,14,WASL74112504K,cameron29@example.org,FISICA
1191,deanrebecca,Richard Taylor,40012,CLABE,012607757988439416,89990,8,MCSM91082312Q,caleb77@example.org,FISICA
2665,jason49,Charles Hernandez,40002,CLABE,002462350846817405,1717,45,OLMJ820330PPT,kayla33@example.com,FISICA
3916,fclark,Ralph Rodriguez,40012,CLABE,012059745445924383,62134,16,CABJ5608304EE,kbarber@example.org,FISICA
7877,davisbrenda,Kristina Ward,40044,CLABE,044759327197748112,12422,34,SCRJ380201HYC,timothy09@example.net,FISICA
3806,reidjames,Alexandria Lane,40014,CLABE,014730687797994364,2798,26,SIJC040914EXH,peterwillis@example.net,FISICA
1409,andersondaniel,Matthew Smith,40021,CLABE,021108060653573443,32801,45,FIDE530102AK4,pwilson@example.net,FISICA
7797,guerreroelijah,Barbara Bowen,40044,CLABE,044393864479712857,69406,32,ROG0407012M4,meltonjuan@example.net,MORAL
4474,wnelson,Taylor Martin,40044,CLABE,044835903620973057,45427,31,BRJC6902017VP,sbarrett@example.com,FISICA
1644,josephzuniga,Shannon Hill,40002,CLABE,002442828895985876,72751,26,GON000828GRH,ymarshall@example.net,MORAL
6905,tsmith,Logan Ayala,40044,CLABE,044859042670268231,19741,19,SCPJ410617YQO,jamesavery@example.net,FISICA
6322,jerry82,Joel Grant,40014,CLABE,014020888427458218,46849,9,HARS480619TU3,ballen@example.net,FISICA
3621,mejiamonica,Jason Walls,40002,CLABE,002217784174020270,95839,19,LI-140917EWD,zrogers@example.org,MORAL
8264,evansjeffrey,Roy Ward,40012,CLABE,012645519434836906,12212,2,GRE010811K2Z,nataliewiley@example.com,MORAL
1588,smithjesse,William Shields,40002,CLABE,002549524618653994,74538,19,HUG200419OCS,kristopher34@example.net,MORAL
1871,qsullivan,Scott Murray,40044,CLABE,044140585114005526,41823,39,MOR030702378,wpace@example.com,MORAL
1145,brookeharper,Elizabeth Thornton,40021,CLABE,021378510346161305,38759,4,BLMR481005T3D,mneal@example.net,FISICA
8234,wmcdonald,Bernard Thomas,40002,CLABE,002980908285087298,82938,47,BLA060327KQA,ddavidson@example.com,MORAL
6228,cookejulie,Kelly Riley,40014,CLABE,014898691935806367,23465,14,MIT091007E5E,rogerroberts@example.org,MORAL
1778,georgewilliams,Steven Parks,40014,CLABE,014193000955569649,20982,23,MOTG451025POR,dhess@example.com,FISICA
6757,nroberson,Joseph Reid,40044,CLABE,044273002925785993,96149,9,WAT1805202DM,robert70@example.com,MORAL
7174,williammarks,Daniel Lee,40021,CLABE,021478176072999685,29551,26,CLA240616Y6U,mathewsdesiree@example.com,MORAL
6554,adrienneobrien,Amanda Williams,40021,CLABE,021370161408140074,48428,16,DRA010321I48,brian29@example.com,MORAL
5466,robert77,Anita Martin DDS,40021,CLABE,021873762187665229,67190,47,FRI2405082L6,jonathanjohnson@example.net,MORAL
1651,rschmitt,William Harvey,40012,CLABE,012548843459395055,12244,14,GOFA7011138JY,kathryn79@example.org,FISICA
4209,olewis,Shane Woods,40014,CLABE,014354678897226884,23090,16,JACM621122Z4Q,jamesfields@example.org,FISICA
2695,williamsdavid,Stephen Lee MD,40002,CLABE,002709459603141403,52754,47,SCO23073038N,thomasbrandon@example.net,MORAL
4134,natasharosales,Jared Grant,40021,CLABE,021708704717680435,82422,47,WHI101018EVC,nathaniel16@example.com,MORAL
4339,amanda19,Danielle Ramirez,40014,CLABE,014373086247314777,44880,23,CAKJ000701H1Q,gregorybrown@example.com,FISICA
5994,hansoncharles,Cameron Cox,40021,CLABE,021973974123249859,75024,25,BERA930522W5G,andrew34@example.net,FISICA
1152,portersherry,David Smith,40012,CLABE,012896559575996622,57363,35,ROLE040602P4M,benjaminstacey@example.com,FISICA
7683,jonathan64,Adam Martin,40044,CLABE,044655359688282064,91645,19,MAKJ4305125YV,michaelarroyo@example.net,FISICA
6741,websterjacob,Mr. James Sheppard PhD,40044,CLABE,044763554456681591,6745,11,PEMJ031130NQS,joshuahaney@example.com,FISICA
8293,charlesthomas,Lauren Dean,40014,CLABE,014692072725437261,79464,26,PESE760224XK6,nbrown@example.com,FISICA
3504,adamrollins,Jacob Weaver,40012,CLABE,012236297844527380,6847,13,UNMG87122946U,joseph49@example.com,FISICA
7758,grobinson,Keith Nunez,40002,CLABE,002660286313418720,64384,26,WIHJ801106NIJ,daniel11@example.com,FISICA
7813,washley,Patrick Malone,40012,CLABE,012119995282745829,32606,5,NGER451126L9Y,eric88@example.com,FISICA
4083,fullereddie,Desiree Stone,40012,CLABE,012070399708527570,3488,41,PAAM811020EVP,jacob15@example.com,FISICA
4731,bjohnson,James Rogers,40044,CLABE,044310193863208196,68149,38,RIV211122KYU,christopherrodriguez@example.org,MORAL
9867,daisy72,Justin Nolan,40002,CLABE,002806339181157999,1641,18,CLBM450105PWR,ryan52@example.net,FISICA
5125,bethany15,Zachary Brown,40044,CLABE,044954550176718586,72766,36,DECM640410J16,smithann@example.com,FISICA
4380,vhanson,Yvonne Brown,40012,CLABE,012075892416273948,99643,11,BEBL4205315BN,lambertkerri@example.net,FISICA
1600,william05,Gregory Hughes,40044,CLABE,044618228180577602,66176,1,RAM220119PTQ,beverlysmith@example.com,MORAL
2149,ystokes,Jose Anderson,40002,CLABE,002179522285059928,6882,14,MIT030423Q4X,amy00@example.net,MORAL
3589,ypena,Carlos Graves,40044,CLABE,044741417807680875,15844,3,HOW220901CNQ,aford@example.org,MORAL
9158,ijames,Kenneth Johnston,40044,CLABE,044409143226988005,21502,35,BAKR491229ZQB,leslie98@example.com,FISICA
7958,wsuarez,Casey Moore,40014,CLABE,014978743089983188,17168,27,PAT200803KJI,dillonbrandon@example.net,MORAL
7989,warrenjason,Tristan Smith,40021,CLABE,021873284400552913,63405,16,SMSR840330PKK,jenkinsdesiree@example.com,FISICA
3840,moranicole,Daniel Peterson DDS,40014,CLABE,014181854423081836,5592,35,CHWT730727FXR,michael36@example.org,FISICA
7633,leslie21,Paul Garcia,40021,CLABE,021889567462600095,39839,21,WEL170826Z9Y,johnsonfrancisco@example.net,MORAL
1882,cynthia90,Chris Mckee,40014,CLABE,014238036141940989,98696,42,TAN051007KO3,htucker@example.com,MORAL
9269,brianpatrick,Eric Wong,40044,CLABE,044766819285539107,2534,43,COMR59090531H,kimberlyjackson@example.com,FISICA
3581,mramirez,Andrew Brooks,40014,CLABE,014302095024468583,39738,30,FORM951204QLE,fernandezjessica@example.net,FISICA
9699,qgonzalez,Terri Hughes,40014,CLABE,014318701271826268,82643,30,WAMR0001308A3,juliemoreno@example.net,FISICA
9883,qglass,Danielle Edwards,40044,CLABE,044296926335737172,58093,21,BERM020130IW7,lisagibson@example.org,FISICA
4784,pwaters,Gregory Byrd,40044,CLABE,044596232919798670,85763,22,SMDR3705117PZ,gonzalezjulia@example.org,FISICA
8033,qcarter,Gary Morrison II,40021,CLABE,021040529574315296,27396,1,STGA910604GQ9,susansmith@example.net,FISICA
5251,charleskennedy,Cassandra Schmidt,40044,CLABE,044673171236151321,48744,4,SMI030211I2H,michelle60@example.org,MORAL
9983,simpsonjeffrey,Timothy Haynes,40002,CLABE,002453115836812873,28780,21,CAR1902111UX,gonzalezkatherine@example.com,MORAL
3255,brownamy,Madeline Jackson,40014,CLABE,014946288462418107,44455,28,CAM071205HCZ,theresarogers@example.com,MORAL
6778,rstrickland,Sarah Huynh,40014,CLABE,014095911668958785,29344,35,VIL071219Z4V,kcraig@example.org,MORAL
8952,patrickford,Carl White,40044,CLABE,044623854679952847,15932,1,WEGB460605ZKA,sandy73@example.com,FISICA
2653,qpowell,Nicholas Snyder,40012,CLABE,012279281618660634,84924,14,TOR020331QWA,krodriguez@example.net,MORAL
6137,robertoharvey,Justin Thomas,40014,CLABE,014506003859050212,23670,36,KIFT790214Y8T,williamscarla@example.com,FISICA
8719,jeremyhess,Angela Newton,40021,CLABE,021335628042981747,36697,18,CAMS620421GZ8,jenniferhancock@example.net,FISICA
9816,ashley20,Catherine Randall,40044,CLABE,044421279685981092,35731,40,HOD170501CWA,dickersonhaley@example.org,MORAL
8789,desiree74,April Smith,40044,CLABE,044021593921240553,91498,14,KLE110627EZD,brandon35@example.net,MORAL
9624,kaitlynortiz,Crystal Young,40044,CLABE,044678783336812858,86671,45,PHRN420509A25,bellemma@example.net,FISICA
5694,gregorygutierrez,Kenneth Carrillo,40012,CLABE,012359816684808829,98890,22,MABJ770805RLM,donaldford@example.org,FISICA
1531,alan09,Vickie Tucker,40044,CLABE,044857090527902042,14855,26,LAPM620826DKK,farrellgloria@example.com,FISICA
9695,jwilliams,Teresa Meyer,40002,CLABE,002516811689018750,31469,37,JAC210402J0I,felicialiu@example.org,MORAL
9997,zavalarobert,Dr. Keith Carlson,40044,CLABE,044045126644027824,71795,1,FRBJ4511115SC,ronald42@example.net,FISICA
3782,vangjose,Angela Chambers,40014,CLABE,014684944108509390,74082,38,ROCC760506GSP,adam07@example.net,FISICA
9198,alexandrarodriguez,Julie Roberts,40021,CLABE,021915826951217371,60438,19,ROMT701205SDJ,smallariel@example.org,FISICA
7849,teresa72,Dr. Debra George,40014,CLABE,014702240708380184,34870,5,MCG160227FGT,josejacobs@example.org,MORAL
2803,stephanie81,Christy Hughes,40002,CLABE,002873232890675457,26450,36,STRM96082961K,dhancock@example.net,FISICA
8107,powellantonio,Erica Kent,40044,CLABE,044149570763537188,55390,3,HEN090210AUA,joseph83@example.org,MORAL
6334,kingmelinda,Jonathan Bowers,40002,CLABE,002564463347135669,44416,6,NUSM9909069R8,ibrock@example.com,FISICA
2255,stevereed,Edward Henderson,40002,CLABE,002207361891487069,33922,18,DAV030615NNC,mmcdaniel@example.org,MORAL
9021,benjamin66,Jerry Davis,40012,CLABE,012271949556419343,50370,2,MOR110804CKD,kathy07@example.com,MORAL
8235,juliecharles,Sandy Brooks,40012,CLABE,012973449952291043,34073,26,BARJ03071074P,jenny13@example.org,FISICA
3517,beckyramos,Doris Rasmussen,40021,CLABE,021255623287940879,74750,42,ROC091222IW5,sherrichapman@example.net,MORAL
3401,alishajennings,Dustin Hamilton,40021,CLABE,021793466529474976,5470,46,BRI030812HH1,joy20@example.com,MORAL
8133,whitejacqueline,Jennifer Floyd,40012,CLABE,012255446711693705,93262,49,GIB201220ZX7,mstewart@example.com,MORAL
4497,hillandrew,Sabrina Brown,40044,CLABE,044256759240528760,9516,11,KEN1912144PY,dennisangela@example.net,MORAL
4565,khanson,Evan Nelson,40002,CLABE,002574205949518046,96964,22,JACM950728GFG,mcculloughcarolyn@example.org,FISICA
1047,meyerkayla,Lindsay Conway,40044,CLABE,044093145174621704,41028,1,THO130627RDL,figueroajessica@example.com,MORAL
4285,wpage,Ashley Gonzalez,40014,CLABE,014478646999950457,68212,28,JOH180122C75,sjames@example.org,MORAL
1185,sford,Sandra Gregory,40044,CLABE,044799145247972033,35911,7,NGU030226GS1,james64@example.net,MORAL
